month,store_id,product_id,sold_qty,avg_monthly_sales,lost_sales_qty,stockout_flag
2019-01,2,125,280,193.96424815983175,193.96424815983175,1
2019-01,2,208,189,194.60020554984584,194.60020554984584,1
2019-01,2,229,301,193.8940594059406,193.8940594059406,1
2019-01,2,265,215,191.56739811912226,191.56739811912226,1
2019-01,2,129,153,197.0152129817444,197.0152129817444,1
2019-01,2,171,173,195.7899497487437,0.0,0
2019-01,2,237,273,197.25893719806763,0.0,0
2019-01,2,31,105,195.21467098166127,0.0,0
2019-01,2,124,252,192.79697624190064,0.0,0
2019-01,3,204,230,192.7198404785643,0.0,0
2019-01,3,174,191,191.83497267759563,0.0,0
2019-01,3,238,178,193.87190082644628,193.87190082644628,1
2019-01,3,243,151,194.71499013806707,194.71499013806707,1
2019-01,3,152,274,197.95652173913044,0.0,0
2019-01,3,12,99,195.12637913741224,0.0,0
2019-01,3,6,154,193.95853423336547,193.95853423336547,1
2019-01,3,79,286,194.2615219721329,194.2615219721329,1
2019-01,3,99,160,193.62376237623764,0.0,0
2019-01,3,126,237,197.4375,0.0,0
2019-01,3,186,208,193.65408805031447,193.65408805031447,1
2019-01,3,149,288,193.9492988133765,0.0,0
2019-01,3,150,93,194.72081218274113,0.0,0
2019-01,3,48,119,195.5769622833843,0.0,0
2019-01,3,119,174,193.76555555555555,193.76555555555555,1
2019-01,3,85,171,192.877800407332,192.877800407332,1
2019-01,3,289,108,196.81376518218624,0.0,0
2019-01,3,169,177,196.28907922912205,0.0,0
2019-01,3,171,154,195.7899497487437,0.0,0
2019-01,3,209,121,193.01557632398755,0.0,0
2019-01,3,199,120,194.7978494623656,0.0,0
2019-01,3,108,113,195.04508196721312,0.0,0
2019-01,3,276,166,189.7512899896801,189.7512899896801,1
2019-01,3,177,155,191.76810073452256,0.0,0
2019-01,3,219,196,197.31370558375636,0.0,0
2019-01,3,112,206,194.99031216361678,194.99031216361678,1
2019-01,3,271,177,194.3190243902439,0.0,0
2019-01,3,175,161,190.34814049586777,190.34814049586777,1
2019-01,3,65,269,196.24329896907216,0.0,0
2019-01,3,44,143,195.0,0.0,0
2019-01,3,105,203,192.8055281342547,192.8055281342547,1
2019-01,3,98,108,196.14461538461538,0.0,0
2019-01,3,294,90,198.81772406847935,0.0,0
2019-01,3,144,262,192.69304812834224,192.69304812834224,1
2019-01,3,163,306,196.14744232698095,0.0,0
2019-01,3,252,190,193.62399193548387,0.0,0
2019-01,3,102,148,193.87227414330218,0.0,0
2019-01,3,268,205,196.91137855579868,196.91137855579868,1
2019-01,3,77,227,196.29028815368196,0.0,0
2019-01,3,201,306,197.85817060637206,0.0,0
2019-01,3,170,280,195.88934426229508,0.0,0
2019-01,3,3,152,195.04797441364605,0.0,0
2019-01,3,227,96,195.32030401737242,0.0,0
2019-01,3,64,278,194.99466950959487,194.99466950959487,1
2019-01,3,8,183,192.8970893970894,0.0,0
2019-01,3,58,104,193.45138178096212,0.0,0
2019-01,3,4,184,192.61368653421633,192.61368653421633,1
2019-01,3,193,251,192.1864406779661,0.0,0
2019-01,3,258,91,193.93236212278876,0.0,0
2019-01,3,96,168,194.0701219512195,194.0701219512195,1
2019-01,3,202,96,193.2240663900415,0.0,0
2019-01,3,83,136,199.0890052356021,0.0,0
2019-01,3,235,159,196.67109295199182,0.0,0
2019-01,3,50,232,193.432518597237,193.432518597237,1
2019-01,3,121,230,196.35259549461313,196.35259549461313,1
2019-01,3,147,104,192.9115789473684,0.0,0
2019-01,3,246,168,194.3996003996004,0.0,0
2019-01,3,117,161,195.01165254237287,195.01165254237287,1
2019-01,3,18,105,196.8453947368421,0.0,0
2019-01,3,19,196,194.05993690851736,194.05993690851736,1
2019-01,4,138,94,194.66632653061225,0.0,0
2019-01,4,24,242,190.913491246138,0.0,0
2019-01,4,229,91,193.8940594059406,0.0,0
2019-01,4,130,164,191.68768768768768,191.68768768768768,1
2019-01,4,272,139,192.0427698574338,0.0,0
2019-01,4,297,87,192.36298568507158,0.0,0
2019-01,4,195,106,193.237539766702,0.0,0
2019-01,4,126,129,197.4375,0.0,0
2019-01,4,43,278,194.19494204425712,0.0,0
2019-01,4,55,125,197.1875,0.0,0
2019-01,4,21,301,194.13381001021452,0.0,0
2019-01,4,172,315,192.900314795383,0.0,0
2019-01,4,180,158,195.74431202600218,195.74431202600218,1
2019-01,4,94,196,195.9990099009901,0.0,0
2019-01,4,226,151,193.05373134328357,0.0,0
2019-01,4,8,143,192.8970893970894,0.0,0
2019-01,4,119,288,193.76555555555555,0.0,0
2019-01,4,44,170,195.0,195.0,1
2019-01,4,118,90,194.63618485742379,0.0,0
2019-01,4,271,181,194.3190243902439,0.0,0
2019-01,4,154,258,194.44190871369295,0.0,0
2019-01,4,182,155,191.21473029045643,0.0,0
2019-01,4,157,159,195.8267223382046,0.0,0
2019-01,4,287,165,196.16354679802956,0.0,0
2019-01,4,69,240,195.33506763787722,0.0,0
2019-01,4,151,317,195.0793489318413,195.0793489318413,1
2019-01,4,127,312,193.58735262593783,0.0,0
2019-01,4,111,233,195.38784067085953,0.0,0
2019-01,4,278,245,197.0116402116402,0.0,0
2019-01,4,156,201,193.81378600823047,0.0,0
2019-01,4,298,222,194.69684210526316,0.0,0
2019-01,4,175,185,190.34814049586777,0.0,0
2019-01,4,75,202,200.58445595854923,0.0,0
2019-01,4,232,152,194.4330011074197,0.0,0
2019-01,4,85,120,192.877800407332,0.0,0
2019-01,4,149,263,193.9492988133765,193.9492988133765,1
2019-01,4,268,221,196.91137855579868,196.91137855579868,1
2019-01,4,267,190,194.33501006036218,0.0,0
2019-01,4,166,86,193.70051813471503,0.0,0
2019-01,4,104,163,199.16343207354444,0.0,0
2019-01,4,132,101,190.95356037151703,0.0,0
2019-01,4,276,82,189.7512899896801,0.0,0
2019-01,4,128,267,196.25243770314194,0.0,0
2019-01,4,129,91,197.0152129817444,0.0,0
2019-01,4,164,91,192.3223480947477,0.0,0
2019-01,4,208,104,194.60020554984584,0.0,0
2019-01,4,106,194,192.42367601246107,192.42367601246107,1
2019-01,4,51,134,194.0507011866235,0.0,0
2019-01,4,221,252,198.25350701402806,0.0,0
2019-01,4,36,285,197.36903499469778,197.36903499469778,1
2019-01,4,248,202,194.55778894472363,194.55778894472363,1
2019-01,4,174,161,191.83497267759563,0.0,0
2019-01,4,299,116,196.71368861024033,0.0,0
2019-01,4,286,138,193.04383282364932,0.0,0
2019-01,4,50,281,193.432518597237,0.0,0
2019-01,4,18,172,196.8453947368421,0.0,0
2019-01,4,134,246,197.4898828541001,197.4898828541001,1
2019-01,4,26,103,195.2909632571996,0.0,0
2019-01,4,135,83,194.52059134107708,0.0,0
2019-01,4,1,99,194.5755939524838,0.0,0
2019-01,5,241,200,198.52807881773398,0.0,0
2019-01,5,258,151,193.93236212278876,0.0,0
2019-01,5,221,287,198.25350701402806,0.0,0
2019-01,5,95,147,193.81047120418847,0.0,0
2019-01,5,159,199,192.92119275825345,192.92119275825345,1
2019-01,5,146,139,196.82584884994523,0.0,0
2019-01,5,282,225,193.38150903294368,0.0,0
2019-01,5,92,243,196.3773173391494,0.0,0
2019-01,5,58,218,193.45138178096212,193.45138178096212,1
2019-01,5,187,187,195.5891141942369,0.0,0
2019-01,5,62,240,193.0198609731877,0.0,0
2019-01,5,6,228,193.95853423336547,0.0,0
2019-01,5,166,222,193.70051813471503,0.0,0
2019-01,5,200,160,196.1551724137931,196.1551724137931,1
2019-01,5,285,226,195.1982281284607,195.1982281284607,1
2019-01,5,104,213,199.16343207354444,199.16343207354444,1
2019-01,5,203,121,194.3893528183716,0.0,0
2019-01,5,110,204,197.79495268138803,0.0,0
2019-01,5,295,318,194.6021739130435,194.6021739130435,1
2019-01,5,193,98,192.1864406779661,0.0,0
2019-01,5,32,217,194.89714867617107,194.89714867617107,1
2019-01,5,144,191,192.69304812834224,192.69304812834224,1
2019-01,5,194,115,195.45029821073558,0.0,0
2019-01,5,215,308,193.0051440329218,0.0,0
2019-01,5,273,152,195.6225641025641,0.0,0
2019-01,5,188,149,195.12089077412514,0.0,0
2019-01,5,67,275,195.68854166666668,0.0,0
2019-01,5,61,198,194.7716049382716,194.7716049382716,1
2019-01,5,17,106,191.47128712871287,0.0,0
2019-01,5,24,228,190.913491246138,0.0,0
2019-01,5,167,279,192.44579646017698,0.0,0
2019-01,5,197,137,194.07042253521126,0.0,0
2019-01,5,226,209,193.05373134328357,0.0,0
2019-01,5,252,321,193.62399193548387,193.62399193548387,1
2019-01,5,289,195,196.81376518218624,0.0,0
2019-01,5,7,157,197.65283400809716,197.65283400809716,1
2019-01,5,103,115,194.53620146904512,0.0,0
2019-01,5,183,287,193.91491596638656,0.0,0
2019-01,5,300,237,193.68046709129513,0.0,0
2019-01,5,276,91,189.7512899896801,0.0,0
2019-01,5,206,215,193.4282722513089,0.0,0
2019-01,5,277,109,193.99893390191897,0.0,0
2019-01,5,274,194,191.875,0.0,0
2019-01,5,283,197,193.82704402515722,0.0,0
2019-01,5,30,327,192.93832153690596,0.0,0
2019-01,5,138,179,194.66632653061225,194.66632653061225,1
2019-01,5,42,310,197.19246861924685,0.0,0
2019-01,5,16,117,194.21545157780196,0.0,0
2019-01,5,174,305,191.83497267759563,0.0,0
2019-01,5,235,185,196.67109295199182,196.67109295199182,1
2019-01,5,267,145,194.33501006036218,0.0,0
2019-01,5,294,254,198.81772406847935,198.81772406847935,1
2019-01,5,196,259,195.48865979381443,0.0,0
2019-01,5,27,233,195.09169363538297,0.0,0
2019-01,5,127,341,193.58735262593783,0.0,0
2019-01,5,182,180,191.21473029045643,0.0,0
2019-01,5,149,91,193.9492988133765,0.0,0
2019-01,5,139,128,195.69017094017093,0.0,0
2019-01,5,4,191,192.61368653421633,192.61368653421633,1
2019-01,5,256,237,194.6713995943205,0.0,0
2019-01,6,6,165,193.95853423336547,0.0,0
2019-01,6,121,169,196.35259549461313,0.0,0
2019-01,6,175,133,190.34814049586777,0.0,0
2019-01,6,108,93,195.04508196721312,0.0,0
2019-01,6,288,99,196.85443037974684,0.0,0
2019-01,6,212,224,197.9141304347826,197.9141304347826,1
2019-01,6,182,149,191.21473029045643,0.0,0
2019-01,6,90,205,192.26980728051393,192.26980728051393,1
2019-01,6,197,211,194.07042253521126,0.0,0
2019-01,6,236,211,195.71323529411765,0.0,0
2019-01,6,300,103,193.68046709129513,0.0,0
2019-01,6,9,306,196.41273100616016,0.0,0
2019-01,6,61,186,194.7716049382716,194.7716049382716,1
2019-01,6,247,187,192.594,192.594,1
2019-01,6,147,99,192.9115789473684,0.0,0
2019-01,6,72,150,193.15938864628822,0.0,0
2019-01,6,114,93,197.2425847457627,0.0,0
2019-01,6,74,152,196.38751238850347,196.38751238850347,1
2019-01,6,233,229,191.48929663608564,191.48929663608564,1
2019-01,6,140,333,194.47346514047868,0.0,0
2019-01,6,214,237,193.6860465116279,0.0,0
2019-01,6,118,238,194.63618485742379,0.0,0
2019-01,6,210,209,194.4923076923077,194.4923076923077,1
2019-01,6,1,155,194.5755939524838,0.0,0
2019-01,6,35,196,199.27554179566565,0.0,0
2019-01,6,127,168,193.58735262593783,193.58735262593783,1
2019-01,6,184,243,193.6950852557673,193.6950852557673,1
2019-01,6,125,225,193.96424815983175,0.0,0
2019-01,6,239,262,195.71270161290323,195.71270161290323,1
2019-01,6,45,196,196.77212389380531,196.77212389380531,1
2019-01,6,299,277,196.71368861024033,0.0,0
2019-01,6,107,297,196.14844533600802,196.14844533600802,1
2019-01,6,57,277,193.7744510978044,0.0,0
2019-01,6,222,203,194.44838373305527,0.0,0
2019-01,6,218,216,194.49128205128204,0.0,0
2019-01,6,219,140,197.31370558375636,0.0,0
2019-01,6,19,129,194.05993690851736,0.0,0
2019-01,6,3,152,195.04797441364605,195.04797441364605,1
2019-01,6,33,243,194.87832310838445,194.87832310838445,1
2019-01,6,37,277,194.35610766045548,0.0,0
2019-01,6,251,114,196.1936507936508,0.0,0
2019-01,6,245,148,193.91353001017293,0.0,0
2019-01,6,24,153,190.913491246138,0.0,0
2019-01,6,211,340,193.80757097791798,0.0,0
2019-01,6,165,239,193.5360501567398,193.5360501567398,1
2019-01,6,267,208,194.33501006036218,0.0,0
2019-01,6,27,173,195.09169363538297,195.09169363538297,1
2019-01,6,102,253,193.87227414330218,0.0,0
2019-01,6,289,110,196.81376518218624,0.0,0
2019-01,6,54,115,192.60725388601037,0.0,0
2019-01,6,150,185,194.72081218274113,0.0,0
2019-01,6,71,299,196.76043737574554,0.0,0
2019-01,6,152,299,197.95652173913044,0.0,0
2019-01,6,217,261,199.8193018480493,0.0,0
2019-01,6,169,284,196.28907922912205,0.0,0
2019-01,6,84,193,196.35939086294417,196.35939086294417,1
2019-01,6,85,163,192.877800407332,0.0,0
2019-01,6,265,100,191.56739811912226,0.0,0
2019-01,6,220,257,195.04721930745015,0.0,0
2019-01,6,180,206,195.74431202600218,0.0,0
2019-01,7,31,158,195.21467098166127,195.21467098166127,1
2019-01,7,266,282,192.324973876698,0.0,0
2019-01,7,229,301,193.8940594059406,0.0,0
2019-01,7,132,147,190.95356037151703,0.0,0
2019-01,7,260,343,194.3945147679325,0.0,0
2019-01,7,267,204,194.33501006036218,0.0,0
2019-01,7,183,199,193.91491596638656,0.0,0
2019-01,7,159,95,192.92119275825345,0.0,0
2019-01,7,103,141,194.53620146904512,0.0,0
2019-01,7,194,237,195.45029821073558,0.0,0
2019-01,7,29,184,194.50473186119874,194.50473186119874,1
2019-01,7,54,129,192.60725388601037,0.0,0
2019-01,7,278,334,197.0116402116402,0.0,0
2019-01,7,96,218,194.0701219512195,194.0701219512195,1
2019-01,7,236,114,195.71323529411765,0.0,0
2019-01,7,189,295,195.8428270042194,0.0,0
2019-01,7,64,155,194.99466950959487,0.0,0
2019-01,7,179,94,194.21052631578948,0.0,0
2019-01,7,56,172,196.44871794871796,0.0,0
2019-01,7,37,117,194.35610766045548,0.0,0
2019-01,7,283,236,193.82704402515722,0.0,0
2019-01,7,118,211,194.63618485742379,0.0,0
2019-01,7,10,153,196.2037962037962,196.2037962037962,1
2019-01,7,204,235,192.7198404785643,192.7198404785643,1
2019-01,7,100,240,196.33055265901982,196.33055265901982,1
2019-01,7,78,236,193.96395468589083,193.96395468589083,1
2019-01,7,293,289,198.4246861924686,0.0,0
2019-01,7,276,161,189.7512899896801,189.7512899896801,1
2019-01,7,205,176,196.5131440588854,196.5131440588854,1
2019-01,7,300,258,193.68046709129513,193.68046709129513,1
2019-01,7,244,184,198.91861648016277,198.91861648016277,1
2019-01,7,288,268,196.85443037974684,0.0,0
2019-01,7,219,195,197.31370558375636,197.31370558375636,1
2019-01,7,45,169,196.77212389380531,0.0,0
2019-01,7,24,234,190.913491246138,190.913491246138,1
2019-01,7,281,185,190.37268993839837,0.0,0
2019-01,7,299,116,196.71368861024033,0.0,0
2019-01,7,212,138,197.9141304347826,0.0,0
2019-01,7,231,118,200.1405750798722,0.0,0
2019-01,7,166,160,193.70051813471503,193.70051813471503,1
2019-01,7,122,124,194.993,0.0,0
2019-01,7,222,187,194.44838373305527,0.0,0
2019-01,7,173,151,195.0312174817898,0.0,0
2019-01,7,249,161,194.60488798370673,194.60488798370673,1
2019-01,7,71,252,196.76043737574554,196.76043737574554,1
2019-01,7,268,253,196.91137855579868,0.0,0
2019-01,7,136,294,197.8002114164905,0.0,0
2019-01,7,50,225,193.432518597237,0.0,0
2019-01,7,163,161,196.14744232698095,0.0,0
2019-01,7,294,163,198.81772406847935,0.0,0
2019-01,7,209,262,193.01557632398755,193.01557632398755,1
2019-01,7,93,120,195.446408839779,0.0,0
2019-01,7,246,316,194.3996003996004,194.3996003996004,1
2019-01,7,18,254,196.8453947368421,196.8453947368421,1
2019-01,7,105,289,192.8055281342547,0.0,0
2019-01,7,201,267,197.85817060637206,197.85817060637206,1
2019-01,7,156,177,193.81378600823047,193.81378600823047,1
2019-01,7,134,234,197.4898828541001,0.0,0
2019-01,7,83,151,199.0890052356021,199.0890052356021,1
2019-01,7,223,280,197.34511434511435,197.34511434511435,1
2019-01,8,159,239,192.92119275825345,0.0,0
2019-01,8,273,132,195.6225641025641,0.0,0
2019-01,8,90,101,192.26980728051393,0.0,0
2019-01,8,150,179,194.72081218274113,194.72081218274113,1
2019-01,8,215,138,193.0051440329218,0.0,0
2019-01,8,281,343,190.37268993839837,0.0,0
2019-01,8,237,268,197.25893719806763,197.25893719806763,1
2019-01,8,183,224,193.91491596638656,193.91491596638656,1
2019-01,8,218,228,194.49128205128204,194.49128205128204,1
2019-01,8,263,167,196.95445344129556,196.95445344129556,1
2019-01,8,250,187,196.52164730728617,196.52164730728617,1
2019-01,8,27,199,195.09169363538297,195.09169363538297,1
2019-01,8,161,218,196.44216990788127,0.0,0
2019-01,8,33,186,194.87832310838445,0.0,0
2019-01,8,114,241,197.2425847457627,0.0,0
2019-01,8,58,220,193.45138178096212,0.0,0
2019-01,8,182,277,191.21473029045643,0.0,0
2019-01,8,39,205,195.67943548387098,195.67943548387098,1
2019-01,8,79,297,194.2615219721329,0.0,0
2019-01,8,228,254,196.51172707889125,0.0,0
2019-01,8,55,314,197.1875,0.0,0
2019-01,8,106,103,192.42367601246107,0.0,0
2019-01,8,95,90,193.81047120418847,0.0,0
2019-01,8,130,166,191.68768768768768,191.68768768768768,1
2019-01,8,260,170,194.3945147679325,194.3945147679325,1
2019-01,8,299,180,196.71368861024033,0.0,0
2019-01,8,258,190,193.93236212278876,193.93236212278876,1
2019-01,8,240,306,196.46012269938652,0.0,0
2019-01,8,190,92,191.93478260869566,0.0,0
2019-01,8,164,308,192.3223480947477,0.0,0
2019-01,8,181,95,196.8960498960499,0.0,0
2019-01,8,133,222,195.34676564156945,195.34676564156945,1
2019-01,8,197,252,194.07042253521126,0.0,0
2019-01,8,83,295,199.0890052356021,0.0,0
2019-01,8,94,82,195.9990099009901,0.0,0
2019-01,8,297,219,192.36298568507158,192.36298568507158,1
2019-01,8,105,144,192.8055281342547,0.0,0
2019-01,8,185,100,196.54525862068965,0.0,0
2019-01,8,231,306,200.1405750798722,0.0,0
2019-01,8,242,128,194.7626418988648,0.0,0
2019-01,8,16,203,194.21545157780196,194.21545157780196,1
2019-01,8,199,132,194.7978494623656,0.0,0
2019-01,8,166,92,193.70051813471503,0.0,0
2019-01,8,142,251,193.02743902439025,193.02743902439025,1
2019-01,8,32,190,194.89714867617107,0.0,0
2019-01,8,211,96,193.80757097791798,0.0,0
2019-01,8,220,161,195.04721930745015,195.04721930745015,1
2019-01,8,249,178,194.60488798370673,194.60488798370673,1
2019-01,8,3,267,195.04797441364605,0.0,0
2019-01,8,137,198,190.37538779731128,0.0,0
2019-01,8,78,165,193.96395468589083,193.96395468589083,1
2019-01,8,243,241,194.71499013806707,194.71499013806707,1
2019-01,8,271,260,194.3190243902439,0.0,0
2019-01,8,283,266,193.82704402515722,0.0,0
2019-01,8,224,312,192.95905172413794,0.0,0
2019-01,8,256,213,194.6713995943205,0.0,0
2019-01,8,14,232,193.6655701754386,0.0,0
2019-01,8,289,134,196.81376518218624,0.0,0
2019-01,8,34,205,191.98130841121494,0.0,0
2019-01,8,9,95,196.41273100616016,0.0,0
2019-01,9,286,158,193.04383282364932,193.04383282364932,1
2019-01,9,230,127,194.87079831932772,0.0,0
2019-01,9,252,190,193.62399193548387,0.0,0
2019-01,9,130,202,191.68768768768768,0.0,0
2019-01,9,2,270,193.0051652892562,0.0,0
2019-01,9,227,130,195.32030401737242,0.0,0
2019-01,9,85,160,192.877800407332,0.0,0
2019-01,9,265,183,191.56739811912226,0.0,0
2019-01,9,207,164,190.76649214659685,190.76649214659685,1
2019-01,9,32,150,194.89714867617107,194.89714867617107,1
2019-01,9,35,160,199.27554179566565,0.0,0
2019-01,9,256,152,194.6713995943205,0.0,0
2019-01,9,276,149,189.7512899896801,0.0,0
2019-01,9,73,155,193.4154334038055,193.4154334038055,1
2019-01,9,261,142,195.515368852459,0.0,0
2019-01,9,158,225,197.57310565635007,197.57310565635007,1
2019-01,9,33,271,194.87832310838445,0.0,0
2019-01,9,275,179,191.78412698412697,0.0,0
2019-01,9,14,207,193.6655701754386,0.0,0
2019-01,9,30,157,192.93832153690596,0.0,0
2019-01,9,243,163,194.71499013806707,194.71499013806707,1
2019-01,9,146,295,196.82584884994523,0.0,0
2019-01,9,240,232,196.46012269938652,196.46012269938652,1
2019-01,9,212,92,197.9141304347826,0.0,0
2019-01,9,13,226,196.40822467402208,0.0,0
2019-01,9,200,159,196.1551724137931,0.0,0
2019-01,9,273,122,195.6225641025641,0.0,0
2019-01,9,283,168,193.82704402515722,0.0,0
2019-01,9,120,174,195.72605561277035,0.0,0
2019-01,9,238,230,193.87190082644628,0.0,0
2019-01,9,245,101,193.91353001017293,0.0,0
2019-01,9,12,86,195.12637913741224,0.0,0
2019-01,9,72,193,193.15938864628822,0.0,0
2019-01,9,150,162,194.72081218274113,0.0,0
2019-01,9,147,203,192.9115789473684,0.0,0
2019-01,9,251,192,196.1936507936508,0.0,0
2019-01,9,110,161,197.79495268138803,197.79495268138803,1
2019-01,9,163,219,196.14744232698095,0.0,0
2019-01,9,298,136,194.69684210526316,0.0,0
2019-01,9,164,138,192.3223480947477,0.0,0
2019-01,9,7,129,197.65283400809716,0.0,0
2019-01,9,198,276,196.19088016967126,0.0,0
2019-01,9,144,220,192.69304812834224,0.0,0
2019-01,9,167,158,192.44579646017698,0.0,0
2019-01,9,280,93,193.69957537154988,0.0,0
2019-01,9,204,207,192.7198404785643,0.0,0
2019-01,9,31,203,195.21467098166127,195.21467098166127,1
2019-01,9,186,173,193.65408805031447,193.65408805031447,1
2019-01,9,281,285,190.37268993839837,190.37268993839837,1
2019-01,9,100,281,196.33055265901982,0.0,0
2019-01,9,173,85,195.0312174817898,0.0,0
2019-01,9,262,207,190.2275574112735,190.2275574112735,1
2019-01,9,213,298,195.33052631578948,0.0,0
2019-01,9,219,150,197.31370558375636,0.0,0
