month,store_id,product_id,opening_stock,received_qty,sold_qty,closing_stock,stockout_flag
2019-01,1,193,390,0,239,151,0
2019-01,1,26,368,0,231,137,0
2019-01,2,279,192,310,192,310,1
2019-01,2,38,398,0,230,168,0
2019-01,2,203,332,0,174,158,0
2019-01,2,251,352,0,87,265,0
2019-01,2,89,281,480,263,498,0
2019-01,2,207,344,354,274,424,0
2019-01,2,161,242,260,239,263,0
2019-01,2,270,271,0,130,141,0
2019-01,2,121,296,0,84,212,0
2019-01,2,135,359,0,171,188,0
2019-01,2,107,319,0,101,218,0
2019-01,2,78,298,0,80,218,0
2019-01,2,200,282,211,282,211,1
2019-01,2,110,239,233,125,347,0
2019-01,2,230,326,0,157,169,0
2019-01,2,272,367,0,152,215,0
2019-01,2,22,175,246,175,246,1
2019-01,2,67,270,438,270,438,1
2019-01,2,48,205,247,186,266,0
2019-01,2,68,210,491,105,596,0
2019-01,2,87,150,312,87,375,0
2019-01,2,120,248,379,248,379,1
2019-01,2,119,356,0,206,150,0
2019-01,2,246,205,213,205,213,1
2019-01,2,24,367,0,107,260,0
2019-01,2,236,364,0,157,207,0
2019-01,2,79,365,0,233,132,0
2019-01,2,155,163,206,163,206,1
2019-01,2,209,152,437,152,437,1
2019-01,2,221,256,473,256,473,1
2019-01,2,172,399,214,306,307,0
2019-01,2,88,341,0,198,143,0
2019-01,2,292,378,0,107,271,0
2019-01,2,176,351,0,118,233,0
2019-01,2,94,334,285,310,309,0
2019-01,2,254,367,0,205,162,0
2019-01,2,150,193,344,104,433,0
2019-01,2,234,162,224,162,224,1
2019-01,2,2,217,432,146,503,0
2019-01,2,143,258,310,225,343,0
2019-01,2,81,377,0,190,187,0
2019-01,2,72,363,0,113,250,0
2019-01,2,15,260,435,260,435,1
2019-01,2,188,232,300,121,411,0
2019-01,2,260,155,481,155,481,1
2019-01,2,103,213,428,213,428,1
2019-01,2,98,270,476,229,517,0
2019-01,2,197,347,0,149,198,0
2019-01,2,158,396,0,191,205,0
2019-01,2,297,153,351,153,351,1
2019-01,2,198,204,446,204,446,1
2019-01,2,125,280,230,280,230,1
2019-01,2,208,189,235,189,235,1
2019-01,2,229,301,205,301,205,1
2019-01,2,265,215,274,215,274,1
2019-01,2,129,153,317,153,317,1
2019-01,2,171,262,261,173,350,0
2019-01,2,237,334,402,273,463,0
2019-01,2,31,285,0,105,180,0
2019-01,2,124,328,499,252,575,0
2019-01,3,204,310,284,230,364,0
2019-01,3,174,296,235,191,340,0
2019-01,3,238,178,281,178,281,1
2019-01,3,243,151,210,151,210,1
2019-01,3,152,383,318,274,427,0
2019-01,3,12,289,0,99,190,0
2019-01,3,6,154,421,154,421,1
2019-01,3,79,286,252,286,252,1
2019-01,3,99,321,0,160,161,0
2019-01,3,126,351,319,237,433,0
2019-01,3,186,208,327,208,327,1
2019-01,3,149,373,314,288,399,0
2019-01,3,150,358,0,93,265,0
2019-01,3,48,158,436,119,475,0
2019-01,3,119,174,445,174,445,1
2019-01,3,85,171,203,171,203,1
2019-01,3,289,303,0,108,195,0
2019-01,3,169,258,414,177,495,0
2019-01,3,171,186,345,154,377,0
2019-01,3,209,277,0,121,156,0
2019-01,3,199,249,0,120,129,0
2019-01,3,108,315,0,113,202,0
2019-01,3,276,166,352,166,352,1
2019-01,3,177,379,0,155,224,0
2019-01,3,219,236,226,196,266,0
2019-01,3,112,206,418,206,418,1
2019-01,3,271,317,0,177,140,0
2019-01,3,175,161,372,161,372,1
2019-01,3,65,294,321,269,346,0
2019-01,3,44,195,329,143,381,0
2019-01,3,105,203,380,203,380,1
2019-01,3,98,185,348,108,425,0
2019-01,3,294,160,363,90,433,0
2019-01,3,144,262,494,262,494,1
2019-01,3,163,381,297,306,372,0
2019-01,3,252,204,351,190,365,0
2019-01,3,102,395,0,148,247,0
2019-01,3,268,205,235,205,235,1
2019-01,3,77,388,0,227,161,0
2019-01,3,201,360,443,306,497,0
2019-01,3,170,384,353,280,457,0
2019-01,3,3,343,0,152,191,0
2019-01,3,227,350,0,96,254,0
2019-01,3,64,278,260,278,260,1
2019-01,3,8,320,0,183,137,0
2019-01,3,58,191,238,104,325,0
2019-01,3,4,184,428,184,428,1
2019-01,3,193,257,301,251,307,0
2019-01,3,258,247,0,91,156,0
2019-01,3,96,168,243,168,243,1
2019-01,3,202,336,0,96,240,0
2019-01,3,83,223,211,136,298,0
2019-01,3,235,211,415,159,467,0
2019-01,3,50,232,348,232,348,1
2019-01,3,121,230,397,230,397,1
2019-01,3,147,349,0,104,245,0
2019-01,3,246,359,0,168,191,0
2019-01,3,117,161,258,161,258,1
2019-01,3,18,303,0,105,198,0
2019-01,3,19,196,215,196,215,1
2019-01,4,138,273,0,94,179,0
2019-01,4,24,311,480,242,549,0
2019-01,4,229,173,473,91,555,0
2019-01,4,130,164,226,164,226,1
2019-01,4,272,221,344,139,426,0
2019-01,4,297,242,0,87,155,0
2019-01,4,195,228,0,106,122,0
2019-01,4,126,323,0,129,194,0
2019-01,4,43,393,380,278,495,0
2019-01,4,55,173,214,125,262,0
2019-01,4,21,302,405,301,406,0
2019-01,4,172,348,427,315,460,0
2019-01,4,180,158,413,158,413,1
2019-01,4,94,395,0,196,199,0
2019-01,4,226,279,0,151,128,0
2019-01,4,8,288,0,143,145,0
2019-01,4,119,354,271,288,337,0
2019-01,4,44,170,365,170,365,1
2019-01,4,118,181,416,90,507,0
2019-01,4,271,182,466,181,467,0
2019-01,4,154,363,287,258,392,0
2019-01,4,182,190,245,155,280,0
2019-01,4,157,309,0,159,150,0
2019-01,4,287,203,291,165,329,0
2019-01,4,69,297,401,240,458,0
2019-01,4,151,317,201,317,201,1
2019-01,4,127,374,276,312,338,0
2019-01,4,111,265,302,233,334,0
2019-01,4,278,343,289,245,387,0
2019-01,4,156,323,0,201,122,0
2019-01,4,298,391,0,222,169,0
2019-01,4,175,375,0,185,190,0
2019-01,4,75,268,208,202,274,0
2019-01,4,232,155,422,152,425,0
2019-01,4,85,309,0,120,189,0
2019-01,4,149,263,463,263,463,1
2019-01,4,268,221,283,221,283,1
2019-01,4,267,211,450,190,471,0
2019-01,4,166,276,0,86,190,0
2019-01,4,104,352,0,163,189,0
2019-01,4,132,357,0,101,256,0
2019-01,4,276,303,0,82,221,0
2019-01,4,128,276,213,267,222,0
2019-01,4,129,352,0,91,261,0
2019-01,4,164,236,0,91,145,0
2019-01,4,208,290,0,104,186,0
2019-01,4,106,194,321,194,321,1
2019-01,4,51,296,0,134,162,0
2019-01,4,221,387,0,252,135,0
2019-01,4,36,285,318,285,318,1
2019-01,4,248,202,487,202,487,1
2019-01,4,174,200,410,161,449,0
2019-01,4,299,299,0,116,183,0
2019-01,4,286,245,330,138,437,0
2019-01,4,50,305,442,281,466,0
2019-01,4,18,184,406,172,418,0
2019-01,4,134,246,358,246,358,1
2019-01,4,26,335,0,103,232,0
2019-01,4,135,297,0,83,214,0
2019-01,4,1,369,0,99,270,0
2019-01,5,241,271,324,200,395,0
2019-01,5,258,319,0,151,168,0
2019-01,5,221,301,248,287,262,0
2019-01,5,95,303,0,147,156,0
2019-01,5,159,199,218,199,218,1
2019-01,5,146,249,366,139,476,0
2019-01,5,282,351,0,225,126,0
2019-01,5,92,296,441,243,494,0
2019-01,5,58,218,248,218,248,1
2019-01,5,187,376,0,187,189,0
2019-01,5,62,375,0,240,135,0
2019-01,5,6,268,349,228,389,0
2019-01,5,166,325,359,222,462,0
2019-01,5,200,160,277,160,277,1
2019-01,5,285,226,457,226,457,1
2019-01,5,104,213,284,213,284,1
2019-01,5,203,295,0,121,174,0
2019-01,5,110,267,366,204,429,0
2019-01,5,295,318,479,318,479,1
2019-01,5,193,337,0,98,239,0
2019-01,5,32,217,301,217,301,1
2019-01,5,144,191,308,191,308,1
2019-01,5,194,387,0,115,272,0
2019-01,5,215,381,363,308,436,0
2019-01,5,273,280,0,152,128,0
2019-01,5,188,285,0,149,136,0
2019-01,5,67,318,468,275,511,0
2019-01,5,61,198,204,198,204,1
2019-01,5,17,321,0,106,215,0
2019-01,5,24,309,463,228,544,0
2019-01,5,167,379,249,279,349,0
2019-01,5,197,216,458,137,537,0
2019-01,5,226,235,414,209,440,0
2019-01,5,252,321,301,321,301,1
2019-01,5,289,358,0,195,163,0
2019-01,5,7,157,499,157,499,1
2019-01,5,103,335,0,115,220,0
2019-01,5,183,346,305,287,364,0
2019-01,5,300,339,320,237,422,0
2019-01,5,276,204,344,91,457,0
2019-01,5,206,293,202,215,280,0
2019-01,5,277,293,0,109,184,0
2019-01,5,274,386,0,194,192,0
2019-01,5,283,253,204,197,260,0
2019-01,5,30,361,320,327,354,0
2019-01,5,138,179,283,179,283,1
2019-01,5,42,347,487,310,524,0
2019-01,5,16,310,0,117,193,0
2019-01,5,174,393,341,305,429,0
2019-01,5,235,185,313,185,313,1
2019-01,5,267,386,0,145,241,0
2019-01,5,294,254,448,254,448,1
2019-01,5,196,350,389,259,480,0
2019-01,5,27,300,395,233,462,0
2019-01,5,127,359,342,341,360,0
2019-01,5,182,235,443,180,498,0
2019-01,5,149,383,0,91,292,0
2019-01,5,139,388,0,128,260,0
2019-01,5,4,191,281,191,281,1
2019-01,5,256,322,415,237,500,0
2019-01,6,6,393,0,165,228,0
2019-01,6,121,383,0,169,214,0
2019-01,6,175,207,211,133,285,0
2019-01,6,108,358,0,93,265,0
2019-01,6,288,270,0,99,171,0
2019-01,6,212,224,422,224,422,1
2019-01,6,182,396,0,149,247,0
2019-01,6,90,205,300,205,300,1
2019-01,6,197,335,0,211,124,0
2019-01,6,236,260,219,211,268,0
2019-01,6,300,287,0,103,184,0
2019-01,6,9,395,353,306,442,0
2019-01,6,61,186,401,186,401,1
2019-01,6,247,187,387,187,387,1
2019-01,6,147,206,472,99,579,0
2019-01,6,72,268,203,150,321,0
2019-01,6,114,370,0,93,277,0
2019-01,6,74,152,428,152,428,1
2019-01,6,233,229,254,229,254,1
2019-01,6,140,393,223,333,283,0
2019-01,6,214,311,281,237,355,0
2019-01,6,118,296,387,238,445,0
2019-01,6,210,209,351,209,351,1
2019-01,6,1,258,229,155,332,0
2019-01,6,35,207,391,196,402,0
2019-01,6,127,168,427,168,427,1
2019-01,6,184,243,312,243,312,1
2019-01,6,125,332,315,225,422,0
2019-01,6,239,262,450,262,450,1
2019-01,6,45,196,360,196,360,1
2019-01,6,299,294,459,277,476,0
2019-01,6,107,297,246,297,246,1
2019-01,6,57,368,246,277,337,0
2019-01,6,222,227,274,203,298,0
2019-01,6,218,252,289,216,325,0
2019-01,6,219,293,0,140,153,0
2019-01,6,19,287,0,129,158,0
2019-01,6,3,152,312,152,312,1
2019-01,6,33,243,317,243,317,1
2019-01,6,37,386,250,277,359,0
2019-01,6,251,394,0,114,280,0
2019-01,6,245,195,248,148,295,0
2019-01,6,24,298,0,153,145,0
2019-01,6,211,341,269,340,270,0
2019-01,6,165,239,325,239,325,1
2019-01,6,267,380,0,208,172,0
2019-01,6,27,173,496,173,496,1
2019-01,6,102,331,387,253,465,0
2019-01,6,289,206,283,110,379,0
2019-01,6,54,301,0,115,186,0
2019-01,6,150,362,0,185,177,0
2019-01,6,71,307,362,299,370,0
2019-01,6,152,332,469,299,502,0
2019-01,6,217,269,305,261,313,0
2019-01,6,169,366,269,284,351,0
2019-01,6,84,193,383,193,383,1
2019-01,6,85,256,449,163,542,0
2019-01,6,265,256,0,100,156,0
2019-01,6,220,345,206,257,294,0
2019-01,6,180,219,359,206,372,0
2019-01,7,31,158,288,158,288,1
2019-01,7,266,291,426,282,435,0
2019-01,7,229,382,240,301,321,0
2019-01,7,132,345,0,147,198,0
2019-01,7,260,369,201,343,227,0
2019-01,7,267,254,309,204,359,0
2019-01,7,183,235,326,199,362,0
2019-01,7,159,332,0,95,237,0
2019-01,7,103,370,0,141,229,0
2019-01,7,194,262,467,237,492,0
2019-01,7,29,184,263,184,263,1
2019-01,7,54,387,0,129,258,0
2019-01,7,278,362,348,334,376,0
2019-01,7,96,218,400,218,400,1
2019-01,7,236,338,0,114,224,0
2019-01,7,189,358,264,295,327,0
2019-01,7,64,157,373,155,375,0
2019-01,7,179,196,346,94,448,0
2019-01,7,56,175,431,172,434,0
2019-01,7,37,170,475,117,528,0
2019-01,7,283,398,0,236,162,0
2019-01,7,118,328,227,211,344,0
2019-01,7,10,153,266,153,266,1
2019-01,7,204,235,361,235,361,1
2019-01,7,100,240,271,240,271,1
2019-01,7,78,236,413,236,413,1
2019-01,7,293,302,260,289,273,0
2019-01,7,276,161,417,161,417,1
2019-01,7,205,176,292,176,292,1
2019-01,7,300,258,341,258,341,1
2019-01,7,244,184,376,184,376,1
2019-01,7,288,290,248,268,270,0
2019-01,7,219,195,335,195,335,1
2019-01,7,45,192,494,169,517,0
2019-01,7,24,234,391,234,391,1
2019-01,7,281,211,432,185,458,0
2019-01,7,299,158,240,116,282,0
2019-01,7,212,166,382,138,410,0
2019-01,7,231,190,391,118,463,0
2019-01,7,166,160,326,160,326,1
2019-01,7,122,195,200,124,271,0
2019-01,7,222,317,0,187,130,0
2019-01,7,173,168,308,151,325,0
2019-01,7,249,161,289,161,289,1
2019-01,7,71,252,207,252,207,1
2019-01,7,268,302,357,253,406,0
2019-01,7,136,386,376,294,468,0
2019-01,7,50,324,360,225,459,0
2019-01,7,163,276,346,161,461,0
2019-01,7,294,388,0,163,225,0
2019-01,7,209,262,442,262,442,1
2019-01,7,93,292,0,120,172,0
2019-01,7,246,316,484,316,484,1
2019-01,7,18,254,465,254,465,1
2019-01,7,105,291,250,289,252,0
2019-01,7,201,267,238,267,238,1
2019-01,7,156,177,283,177,283,1
2019-01,7,134,347,316,234,429,0
2019-01,7,83,151,365,151,365,1
2019-01,7,223,280,280,280,280,1
2019-01,8,159,297,213,239,271,0
2019-01,8,273,327,0,132,195,0
2019-01,8,90,301,0,101,200,0
2019-01,8,150,179,459,179,459,1
2019-01,8,215,354,0,138,216,0
2019-01,8,281,364,211,343,232,0
2019-01,8,237,268,326,268,326,1
2019-01,8,183,224,248,224,248,1
2019-01,8,218,228,353,228,353,1
2019-01,8,263,167,413,167,413,1
2019-01,8,250,187,287,187,287,1
2019-01,8,27,199,356,199,356,1
2019-01,8,161,305,320,218,407,0
2019-01,8,33,214,346,186,374,0
2019-01,8,114,286,299,241,344,0
2019-01,8,58,231,282,220,293,0
2019-01,8,182,326,311,277,360,0
2019-01,8,39,205,385,205,385,1
2019-01,8,79,364,416,297,483,0
2019-01,8,228,269,222,254,237,0
2019-01,8,55,362,212,314,260,0
2019-01,8,106,250,0,103,147,0
2019-01,8,95,257,0,90,167,0
2019-01,8,130,166,400,166,400,1
2019-01,8,260,170,339,170,339,1
2019-01,8,299,186,227,180,233,0
2019-01,8,258,190,455,190,455,1
2019-01,8,240,355,435,306,484,0
2019-01,8,190,254,0,92,162,0
2019-01,8,164,359,299,308,350,0
2019-01,8,181,180,336,95,421,0
2019-01,8,133,222,299,222,299,1
2019-01,8,197,258,436,252,442,0
2019-01,8,83,311,463,295,479,0
2019-01,8,94,156,227,82,301,0
2019-01,8,297,219,227,219,227,1
2019-01,8,105,381,0,144,237,0
2019-01,8,185,249,0,100,149,0
2019-01,8,231,384,212,306,290,0
2019-01,8,242,206,317,128,395,0
2019-01,8,16,203,252,203,252,1
2019-01,8,199,193,273,132,334,0
2019-01,8,166,195,364,92,467,0
2019-01,8,142,251,337,251,337,1
2019-01,8,32,312,0,190,122,0
2019-01,8,211,251,0,96,155,0
2019-01,8,220,161,223,161,223,1
2019-01,8,249,178,427,178,427,1
2019-01,8,3,271,429,267,433,0
2019-01,8,137,214,355,198,371,0
2019-01,8,78,165,303,165,303,1
2019-01,8,243,241,482,241,482,1
2019-01,8,271,395,0,260,135,0
2019-01,8,283,319,374,266,427,0
2019-01,8,224,371,361,312,420,0
2019-01,8,256,314,423,213,524,0
2019-01,8,14,394,0,232,162,0
2019-01,8,289,182,206,134,254,0
2019-01,8,34,393,0,205,188,0
2019-01,8,9,161,407,95,473,0
2019-01,9,286,158,209,158,209,1
2019-01,9,230,363,0,127,236,0
2019-01,9,252,329,0,190,139,0
2019-01,9,130,302,301,202,401,0
2019-01,9,2,390,0,270,120,0
2019-01,9,227,366,0,130,236,0
2019-01,9,85,185,287,160,312,0
2019-01,9,265,343,0,183,160,0
2019-01,9,207,164,397,164,397,1
2019-01,9,32,150,325,150,325,1
2019-01,9,35,206,450,160,496,0
2019-01,9,256,318,0,152,166,0
2019-01,9,276,290,0,149,141,0
2019-01,9,73,155,202,155,202,1
2019-01,9,261,230,248,142,336,0
2019-01,9,158,225,308,225,308,1
2019-01,9,33,332,264,271,325,0
2019-01,9,275,230,231,179,282,0
2019-01,9,14,245,242,207,280,0
2019-01,9,30,265,488,157,596,0
2019-01,9,243,163,388,163,388,1
2019-01,9,146,396,367,295,468,0
2019-01,9,240,232,482,232,482,1
2019-01,9,212,229,0,92,137,0
2019-01,9,13,389,0,226,163,0
2019-01,9,200,353,0,159,194,0
2019-01,9,273,272,0,122,150,0
2019-01,9,283,351,0,168,183,0
2019-01,9,120,297,0,174,123,0
2019-01,9,238,345,201,230,316,0
2019-01,9,245,269,0,101,168,0
2019-01,9,12,264,0,86,178,0
2019-01,9,72,355,0,193,162,0
2019-01,9,150,165,378,162,381,0
2019-01,9,147,359,0,203,156,0
2019-01,9,251,374,0,192,182,0
2019-01,9,110,161,252,161,252,1
2019-01,9,163,224,296,219,301,0
2019-01,9,298,154,268,136,286,0
2019-01,9,164,267,0,138,129,0
2019-01,9,7,182,218,129,271,0
2019-01,9,198,363,246,276,333,0
2019-01,9,144,316,283,220,379,0
2019-01,9,167,331,0,158,173,0
2019-01,9,280,364,0,93,271,0
2019-01,9,204,364,0,207,157,0
2019-01,9,31,203,228,203,228,1
2019-01,9,186,173,256,173,256,1
2019-01,9,281,285,261,285,261,1
2019-01,9,100,306,216,281,241,0
2019-01,9,173,215,0,85,130,0
2019-01,9,262,207,281,207,281,1
2019-01,9,213,367,376,298,445,0
2019-01,9,219,353,0,150,203,0
2019-01,9,282,280,297,280,297,1
2019-01,9,42,238,201,238,201,1
2019-01,9,131,273,0,153,120,0
2019-01,9,151,315,0,101,214,0
2019-01,9,180,303,356,298,361,0
2019-01,9,140,388,219,309,298,0
2019-01,10,209,330,0,109,221,0
2019-01,10,14,206,345,206,345,1
2019-01,10,175,328,0,127,201,0
2019-01,10,64,343,335,303,375,0
2019-01,10,217,171,403,85,489,0
2019-01,10,183,388,0,264,124,0
2019-01,10,234,253,315,253,315,1
2019-01,10,152,206,372,128,450,0
2019-01,10,299,231,219,124,326,0
2019-01,10,171,341,322,300,363,0
2019-01,10,78,383,202,300,285,0
2019-01,10,143,331,239,285,285,0
2019-01,10,198,208,331,141,398,0
2019-01,10,12,209,306,201,314,0
2019-01,10,199,245,261,245,261,1
2019-01,10,126,198,323,198,323,1
2019-01,10,20,375,247,286,336,0
2019-01,10,144,302,400,215,487,0
2019-01,10,220,399,410,288,521,0
2019-01,10,216,341,0,123,218,0
2019-01,10,276,178,270,138,310,0
2019-01,10,194,241,419,241,419,1
2019-01,10,227,283,476,283,476,1
2019-01,10,202,213,261,213,261,1
2019-01,10,71,319,468,249,538,0
2019-01,10,165,160,215,133,242,0
2019-01,10,31,157,258,157,258,1
2019-01,10,53,206,436,119,523,0
2019-01,10,136,336,0,173,163,0
2019-01,10,119,371,337,283,425,0
2019-01,10,257,193,280,193,280,1
2019-01,10,177,367,0,81,286,0
2019-01,10,241,327,423,225,525,0
2019-01,10,242,262,0,141,121,0
2019-01,10,160,187,394,187,394,1
2019-01,10,105,315,260,301,274,0
2019-01,10,44,278,355,252,381,0
2019-01,10,274,298,468,189,577,0
2019-01,10,235,304,0,153,151,0
2019-01,10,26,380,478,286,572,0
2019-01,10,200,268,360,268,360,1
2019-01,10,70,177,364,177,364,1
2019-01,10,95,212,269,101,380,0
2019-01,10,213,274,362,175,461,0
2019-01,10,50,228,0,84,144,0
2019-01,10,252,209,377,199,387,0
2019-01,10,51,325,255,296,284,0
2019-01,10,90,259,431,259,431,1
2019-01,10,74,306,0,183,123,0
2019-01,10,256,226,457,226,457,1
2019-01,10,1,157,455,157,455,1
2019-01,10,204,187,226,187,226,1
2019-01,10,60,169,498,169,498,1
2019-01,10,231,338,0,170,168,0
2019-01,10,101,373,0,140,233,0
2019-01,10,253,351,342,242,451,0
2019-01,10,158,293,468,293,468,1
2019-01,10,287,262,490,262,490,1
2019-01,10,99,235,313,235,313,1
2019-01,10,141,326,406,262,470,0
2019-01,11,270,331,0,137,194,0
2019-01,11,21,221,308,221,308,1
2019-01,11,151,172,463,172,463,1
2019-01,11,1,208,386,190,404,0
2019-01,11,271,162,355,162,355,1
2019-01,11,115,366,471,268,569,0
2019-01,11,27,268,0,81,187,0
2019-01,11,33,395,485,289,591,0
2019-01,11,261,252,0,92,160,0
2019-01,11,154,245,437,245,437,1
2019-01,11,190,243,370,243,370,1
2019-01,11,47,362,0,173,189,0
2019-01,11,165,298,254,191,361,0
2019-01,11,67,230,342,195,377,0
2019-01,11,103,350,401,259,492,0
2019-01,11,81,257,0,132,125,0
2019-01,11,297,364,336,259,441,0
2019-01,11,5,331,0,80,251,0
2019-01,11,91,193,297,193,297,1
2019-01,11,216,357,487,344,500,0
2019-01,11,127,164,436,164,436,1
2019-01,11,105,355,0,151,204,0
2019-01,11,35,304,467,269,502,0
2019-01,11,140,214,431,186,459,0
2019-01,11,106,191,338,191,338,1
2019-01,11,159,252,472,250,474,0
2019-01,11,292,374,412,300,486,0
2019-01,11,23,234,301,135,400,0
2019-01,11,152,314,399,271,442,0
2019-01,11,234,382,338,306,414,0
2019-01,11,229,237,314,228,323,0
2019-01,11,89,343,0,142,201,0
2019-01,11,212,253,472,235,490,0
2019-01,11,221,155,383,155,383,1
2019-01,11,54,379,0,107,272,0
2019-01,11,111,343,0,117,226,0
2019-01,11,298,268,267,268,267,1
2019-01,11,30,363,376,297,442,0
2019-01,11,132,192,257,192,257,1
2019-01,11,41,162,487,137,512,0
2019-01,11,70,358,0,184,174,0
2019-01,11,198,377,387,326,438,0
2019-01,11,275,387,0,162,225,0
2019-01,11,286,335,437,331,441,0
2019-01,11,186,253,483,253,483,1
2019-01,11,107,278,495,278,495,1
2019-01,11,249,246,336,246,336,1
2019-01,11,114,260,275,260,275,1
2019-01,11,267,180,436,180,436,1
2019-01,11,130,174,449,146,477,0
2019-01,11,188,301,272,197,376,0
2019-01,11,289,175,410,89,496,0
2019-01,11,6,216,204,216,204,1
2019-01,11,162,344,0,192,152,0
2019-01,11,300,164,304,164,304,1
2019-01,11,254,330,0,123,207,0
2019-01,11,265,175,361,175,361,1
2019-01,11,77,364,0,219,145,0
2019-01,11,287,364,0,211,153,0
2019-01,11,85,236,382,236,382,1
2019-01,12,217,221,390,221,390,1
2019-01,12,1,260,211,142,329,0
2019-01,12,216,290,242,290,242,1
2019-01,12,121,166,452,142,476,0
2019-01,12,165,358,0,87,271,0
2019-01,12,29,218,407,169,456,0
2019-01,12,222,185,374,185,374,1
2019-01,12,157,225,350,180,395,0
2019-01,12,275,293,270,293,270,1
2019-01,12,36,386,0,259,127,0
2019-01,12,85,273,427,273,427,1
2019-01,12,218,324,0,185,139,0
2019-01,12,92,170,364,143,391,0
2019-01,12,176,176,480,176,480,1
2019-01,12,177,219,423,219,423,1
2019-01,12,169,165,229,165,229,1
2019-01,12,248,194,340,113,421,0
2019-01,12,33,320,221,300,241,0
2019-01,12,284,329,237,310,256,0
2019-01,12,274,219,438,195,462,0
2019-01,12,38,228,208,227,209,0
2019-01,12,194,181,204,129,256,0
2019-01,12,281,297,274,205,366,0
2019-01,12,164,314,0,156,158,0
2019-01,12,51,191,305,191,305,1
2019-01,12,16,244,267,214,297,0
2019-01,12,95,296,362,238,420,0
2019-01,12,215,334,294,268,360,0
2019-01,12,266,330,337,266,401,0
2019-01,12,83,279,472,273,478,0
2019-01,12,87,245,215,223,237,0
2019-01,12,55,195,306,195,306,1
2019-01,12,12,237,203,208,232,0
2019-01,12,259,220,408,174,454,0
2019-01,12,86,374,0,126,248,0
2019-01,12,7,369,305,260,414,0
2019-01,12,224,348,0,185,163,0
2019-01,12,155,173,307,173,307,1
2019-01,12,21,168,394,168,394,1
2019-01,12,296,161,482,161,482,1
2019-01,12,105,262,343,261,344,0
2019-01,12,144,279,229,261,247,0
2019-01,12,53,233,483,233,483,1
2019-01,12,211,174,465,174,465,1
2019-01,12,77,337,241,304,274,0
2019-01,12,64,196,407,196,407,1
2019-01,12,276,386,0,101,285,0
2019-01,12,82,334,482,321,495,0
2019-01,12,62,190,359,190,359,1
2019-01,12,46,367,0,168,199,0
2019-01,12,42,215,0,91,124,0
2019-01,12,249,317,0,152,165,0
2019-01,12,10,225,209,225,209,1
2019-01,12,154,245,375,245,375,1
2019-01,12,75,169,259,118,310,0
2019-01,12,48,215,363,203,375,0
2019-01,12,124,301,256,238,319,0
2019-01,12,126,227,484,227,484,1
2019-01,12,34,164,300,91,373,0
2019-01,12,136,305,479,204,580,0
2019-01,13,122,298,228,298,228,1
2019-01,13,176,310,389,310,389,1
2019-01,13,48,266,379,266,379,1
2019-01,13,71,380,0,251,129,0
2019-01,13,3,331,334,331,334,1
2019-01,13,208,320,435,289,466,0
2019-01,13,252,315,294,265,344,0
2019-01,13,159,271,0,90,181,0
2019-01,13,210,217,395,217,395,1
2019-01,13,297,262,292,177,377,0
2019-01,13,101,365,0,101,264,0
2019-01,13,200,343,333,251,425,0
